matrix,topology,scenario,scheduler,num_agents,metric,solver_a,solver_b,n_a,n_b,mean_a,mean_b,mean_diff,t_stat,p_raw,cliffs_d,p_bh,significant_bh_q05
E1_warehouse_single_dock,warehouse_single_dock,zone_50t,closest,20,fault_tolerance,pibt,token_passing,30,30,0.9708733333333334,0.98625,-0.015376666666666594,-1.0317026679847983,0.3072863234817873,-0.12333333333333334,0.4747136638471375,False
E1_warehouse_single_dock,warehouse_single_dock,zone_50t,closest,20,fault_tolerance,rhcr_pbs,token_passing,30,30,0.9705066666666667,0.98625,-0.01574333333333322,-0.9814093848992815,0.3306918723742961,-0.06333333333333334,0.49003774157567986,False
E1_warehouse_single_dock,warehouse_single_dock,zone_50t,closest,20,itae,pibt,rhcr_pbs,28,27,13987.458332142856,13680.583337037036,306.87499510581983,0.9298638524114753,0.3576111823126523,0.17195767195767195,0.5147267985988431,False
E1_warehouse_single_dock,warehouse_single_dock,zone_50t,closest,20,itae,pibt,token_passing,28,29,13987.458332142856,13111.045979310346,876.4123528325108,1.5226784970804783,0.13724794599755905,0.10098522167487685,0.2523360673809289,False
E1_warehouse_single_dock,warehouse_single_dock,zone_50t,closest,20,itae,rhcr_pbs,token_passing,27,29,13680.583337037036,13111.045979310346,569.537357726691,0.9225034371622662,0.3615891808842375,-0.05491698595146871,0.5188657758216904,False
E1_warehouse_single_dock,warehouse_single_dock,zone_50t,closest,20,rapidity,pibt,rhcr_pbs,28,27,3.9285714285714284,6.62962962962963,-2.7010582010582014,-0.6154343022594628,0.5413875418079546,0.018518518518518517,0.6880640945390025,False
E1_warehouse_single_dock,warehouse_single_dock,zone_50t,closest,20,rapidity,pibt,token_passing,28,29,3.9285714285714284,2.2413793103448274,1.687192118226601,0.5931148110794819,0.5559616178262466,0.06896551724137931,0.7002835007766818,False
E1_warehouse_single_dock,warehouse_single_dock,zone_50t,closest,20,rapidity,rhcr_pbs,token_passing,27,29,6.62962962962963,2.2413793103448274,4.388250319284802,1.0965209411619394,0.28032565176972823,0.04980842911877394,0.4434598027522543,False
E1_warehouse_single_dock,warehouse_single_dock,burst_20pct,closest,40,attack_rate,pibt,rhcr_pbs,30,30,0.20000000000000007,0.20000000000000007,0.0,0.0,1.0,0.0,1.0,False
E1_warehouse_single_dock,warehouse_single_dock,burst_20pct,closest,40,attack_rate,pibt,token_passing,30,30,0.20000000000000007,0.20000000000000007,0.0,0.0,1.0,0.0,1.0,False
E1_warehouse_single_dock,warehouse_single_dock,burst_20pct,closest,40,attack_rate,rhcr_pbs,token_passing,30,30,0.20000000000000007,0.20000000000000007,0.0,0.0,1.0,0.0,1.0,False
E1_warehouse_single_dock,warehouse_single_dock,burst_20pct,closest,40,critical_time,pibt,rhcr_pbs,30,30,0.25295333333333336,0.21446333333333328,0.03849000000000008,3.478095653081205,0.0013530616136479942,0.46111111111111114,0.0041353311655215755,True
E1_warehouse_single_dock,warehouse_single_dock,burst_20pct,closest,40,critical_time,pibt,token_passing,30,30,0.25295333333333336,0.23041999999999999,0.022533333333333377,1.9555955053172087,0.05854025352710747,0.19444444444444445,0.12429900448161767,False
E1_warehouse_single_dock,warehouse_single_dock,burst_20pct,closest,40,critical_time,rhcr_pbs,token_passing,30,30,0.21446333333333328,0.23041999999999999,-0.015956666666666702,-1.0516744398858362,0.2973196535383655,-0.16111111111111112,0.46337235187215464,False
E1_warehouse_single_dock,warehouse_single_dock,burst_20pct,closest,40,fault_tolerance,pibt,rhcr_pbs,30,30,0.71157,0.9279066666666667,-0.21633666666666662,-0.5789632204656657,0.5670707885364606,0.44666666666666666,0.7048216839221415,False
E1_warehouse_single_dock,warehouse_single_dock,burst_20pct,closest,40,fault_tolerance,pibt,token_passing,30,30,0.71157,0.71058,0.0009900000000000464,0.021445772990507716,0.9830108924065307,-0.07222222222222222,1.0,False
E1_warehouse_single_dock,warehouse_single_dock,burst_20pct,closest,40,fault_tolerance,rhcr_pbs,token_passing,30,30,0.9279066666666667,0.71058,0.21732666666666667,0.5780833901728594,0.5675511718268236,-0.3522222222222222,0.7048216839221415,False
E1_warehouse_single_dock,warehouse_single_dock,burst_20pct,closest,40,itae,pibt,rhcr_pbs,30,30,22539.29722333333,20394.498890000006,2144.798333333325,2.3520175146133138,0.02464933010084742,0.3466666666666667,0.05705713787278125,False
E1_warehouse_single_dock,warehouse_single_dock,burst_20pct,closest,40,itae,pibt,token_passing,30,30,22539.29722333333,19393.424996666665,3145.8722266666664,2.7493659331526628,0.009744194768161797,0.33111111111111113,0.024925367776529816,True
E1_warehouse_single_dock,warehouse_single_dock,burst_20pct,closest,40,itae,rhcr_pbs,token_passing,30,30,20394.498890000006,19393.424996666665,1001.0738933333414,0.7053671130617069,0.4835633812644951,0.051111111111111114,0.6351548784608996,False
E1_warehouse_single_dock,warehouse_single_dock,burst_20pct,closest,40,rapidity,pibt,rhcr_pbs,30,29,11.866666666666667,20.413793103448278,-8.54712643678161,-1.2040302224311543,0.2342686306200015,-0.1206896551724138,0.38508417512857057,False
E1_warehouse_single_dock,warehouse_single_dock,burst_20pct,closest,40,rapidity,pibt,token_passing,30,29,11.866666666666667,14.413793103448276,-2.5471264367816087,-0.4072199076578736,0.6854303645609339,-0.04827586206896552,0.8112553853814238,False
E1_warehouse_single_dock,warehouse_single_dock,burst_20pct,closest,40,rapidity,rhcr_pbs,token_passing,29,29,20.413793103448278,14.413793103448276,6.000000000000002,0.7920536967911168,0.43180021716093037,0.09750297265160524,0.5834468006040514,False
E1_warehouse_single_dock,warehouse_single_dock,burst_50pct,closest,40,critical_time,pibt,rhcr_pbs,30,30,0.30499000000000004,0.2513666666666667,0.053623333333333356,5.394682662715492,4.316658149040493e-06,0.8788888888888889,1.9853815330440313e-05,True
E1_warehouse_single_dock,warehouse_single_dock,burst_50pct,closest,40,critical_time,pibt,token_passing,30,30,0.30499000000000004,0.2640966666666667,0.04089333333333334,3.5606040984066105,0.001104149768258004,0.44,0.0034189900718866266,True
E1_warehouse_single_dock,warehouse_single_dock,burst_50pct,closest,40,critical_time,rhcr_pbs,token_passing,30,30,0.2513666666666667,0.2640966666666667,-0.012730000000000019,-0.8830528722752273,0.38094533383464335,-0.26,0.5357035402346788,False
E1_warehouse_single_dock,warehouse_single_dock,burst_50pct,closest,40,fault_tolerance,pibt,rhcr_pbs,30,30,0.3661166666666667,0.4045433333333334,-0.03842666666666672,-0.2922371626167724,0.7721108859287097,0.4311111111111111,0.8707832036192795,False
E1_warehouse_single_dock,warehouse_single_dock,burst_50pct,closest,40,fault_tolerance,pibt,token_passing,30,30,0.3661166666666667,0.35632,0.009796666666666676,0.28681187033230654,0.7754877724608857,0.14888888888888888,0.8718063174480659,False
E1_warehouse_single_dock,warehouse_single_dock,burst_50pct,closest,40,fault_tolerance,rhcr_pbs,token_passing,30,30,0.4045433333333334,0.35632,0.048223333333333396,0.36125972294932274,0.7202877687394025,-0.2611111111111111,0.8302419016000296,False
E1_warehouse_single_dock,warehouse_single_dock,burst_50pct,closest,40,itae,pibt,rhcr_pbs,30,30,25631.95277666667,22007.35611333333,3624.5966633333373,4.179379037141133,0.00016557263935382106,0.7822222222222223,0.0006251031196994527,True
E1_warehouse_single_dock,warehouse_single_dock,burst_50pct,closest,40,itae,pibt,token_passing,30,30,25631.95277666667,21078.136106666665,4553.816670000004,3.849401036565324,0.0005049007591499385,0.46444444444444444,0.0017261982370937365,True
E1_warehouse_single_dock,warehouse_single_dock,burst_50pct,closest,40,itae,rhcr_pbs,token_passing,30,30,22007.35611333333,21078.136106666665,929.2200066666664,0.6660676663213787,0.5082995779232621,-0.011111111111111112,0.6589635225520265,False
E1_warehouse_single_dock,warehouse_single_dock,burst_50pct,closest,40,rapidity,pibt,rhcr_pbs,22,24,65.95454545454545,66.41666666666667,-0.46212121212121815,-0.016617821561655054,0.9868173236818664,-0.020833333333333332,1.0,False
E1_warehouse_single_dock,warehouse_single_dock,burst_50pct,closest,40,rapidity,pibt,token_passing,22,22,65.95454545454545,75.54545454545455,-9.590909090909093,-0.31840528938163093,0.7517727178397795,-0.024793388429752067,0.8557792190089908,False
E1_warehouse_single_dock,warehouse_single_dock,burst_50pct,closest,40,rapidity,rhcr_pbs,token_passing,24,22,66.41666666666667,75.54545454545455,-9.128787878787875,-0.30980028813665234,0.7582336578118852,-0.001893939393939394,0.859340089523151,False
E1_warehouse_single_dock,warehouse_single_dock,intermittent_80s80m15r,closest,40,attack_rate,pibt,rhcr_pbs,30,30,0.9983333333333333,0.9991666666666668,-0.0008333333333334636,-0.5841031335203922,0.5616437193482734,-0.03333333333333333,0.7024277517447612,False
E1_warehouse_single_dock,warehouse_single_dock,intermittent_80s80m15r,closest,40,attack_rate,pibt,token_passing,30,30,0.9983333333333333,0.9941666666666668,0.004166666666666541,1.8278440373523623,0.07392508032597457,0.16666666666666666,0.15084134887323133,False
E1_warehouse_single_dock,warehouse_single_dock,intermittent_80s80m15r,closest,40,attack_rate,rhcr_pbs,token_passing,30,30,0.9991666666666668,0.9941666666666668,0.0050000000000000044,2.344085502302606,0.0242456343264248,0.2,0.05649312816652115,False
E1_warehouse_single_dock,warehouse_single_dock,intermittent_80s80m15r,closest,40,cascade_depth_avg,pibt,rhcr_pbs,30,30,0.26499999999999996,0.253,0.011999999999999955,0.5021793159629855,0.6182565409897368,0.3211111111111111,0.7577936075325593,False
E1_warehouse_single_dock,warehouse_single_dock,intermittent_80s80m15r,closest,40,cascade_depth_avg,pibt,token_passing,30,30,0.26499999999999996,0.05133333333333334,0.21366666666666662,19.458777727116402,1.8095320334093416e-22,1.0,6.387648077934976e-21,True
E1_warehouse_single_dock,warehouse_single_dock,intermittent_80s80m15r,closest,40,cascade_depth_avg,rhcr_pbs,token_passing,30,30,0.253,0.05133333333333334,0.20166666666666666,9.065014447224165,2.5619412259969303e-10,1.0,2.1405094740282046e-09,True
E1_warehouse_single_dock,warehouse_single_dock,intermittent_80s80m15r,closest,40,critical_time,pibt,rhcr_pbs,30,30,0.24631333333333333,0.17901666666666666,0.06729666666666667,6.676924043168468,1.3257823521732067e-07,0.72,7.227817302195243e-07,True
E1_warehouse_single_dock,warehouse_single_dock,intermittent_80s80m15r,closest,40,critical_time,pibt,token_passing,30,30,0.24631333333333333,0.21383000000000005,0.03248333333333328,3.661888140759465,0.0008358656813237902,0.4866666666666667,0.0026522299820880718,True
E1_warehouse_single_dock,warehouse_single_dock,intermittent_80s80m15r,closest,40,critical_time,rhcr_pbs,token_passing,30,30,0.17901666666666666,0.21383000000000005,-0.03481333333333339,-2.69421047425194,0.009255806531423714,-0.43666666666666665,0.023805462335829298,True
E1_warehouse_single_dock,warehouse_single_dock,intermittent_80s80m15r,closest,40,fault_tolerance,pibt,rhcr_pbs,30,30,0.7160233333333333,0.6864633333333334,0.02955999999999992,1.1264720464686921,0.26817562687321367,-0.08666666666666667,0.4298115608910076,False
E1_warehouse_single_dock,warehouse_single_dock,intermittent_80s80m15r,closest,40,fault_tolerance,pibt,token_passing,30,30,0.7160233333333333,0.8267466666666667,-0.1107233333333334,-2.200458095840169,0.03562506147703256,-0.37777777777777777,0.07959270064172465,False
E1_warehouse_single_dock,warehouse_single_dock,intermittent_80s80m15r,closest,40,fault_tolerance,rhcr_pbs,token_passing,30,30,0.6864633333333334,0.8267466666666667,-0.14028333333333332,-2.5040460834811933,0.016139980734826444,-0.37333333333333335,0.039233033014196984,True
E1_warehouse_single_dock,warehouse_single_dock,intermittent_80s80m15r,closest,40,itae,pibt,rhcr_pbs,30,30,24287.86111333333,20332.477219999993,3955.3838933333354,4.354113243153341,0.00011865331514492986,0.6444444444444445,0.0004602705521556071,True
E1_warehouse_single_dock,warehouse_single_dock,intermittent_80s80m15r,closest,40,itae,pibt,token_passing,30,30,24287.86111333333,20023.811113333337,4264.049999999992,3.8998051336495774,0.00046240392557282786,0.5511111111111111,0.0015924740070947145,True
E1_warehouse_single_dock,warehouse_single_dock,intermittent_80s80m15r,closest,40,itae,rhcr_pbs,token_passing,30,30,20332.477219999993,20023.811113333337,308.66610666665656,0.2239247063666503,0.8236326096551456,-0.05555555555555555,0.9105697653963131,False
E1_warehouse_single_dock,warehouse_single_dock,intermittent_80s80m15r,closest,40,rapidity,pibt,rhcr_pbs,30,30,0.0,2.033333333333333,-2.033333333333333,-1.712189480453057,0.09753711494819685,-0.13333333333333333,0.1884761683094995,False
E1_warehouse_single_dock,warehouse_single_dock,intermittent_80s80m15r,closest,40,rapidity,pibt,token_passing,30,30,0.0,5.233333333333333,-5.233333333333333,-1.9317241246530197,0.06321770057739123,-0.13333333333333333,0.1332289450974275,False
E1_warehouse_single_dock,warehouse_single_dock,intermittent_80s80m15r,closest,40,rapidity,rhcr_pbs,token_passing,30,30,2.033333333333333,5.233333333333333,-3.2,-1.0818092885835344,0.285857021606958,-0.011111111111111112,0.4499778311137399,False
E1_warehouse_single_dock,warehouse_single_dock,wear_high,closest,40,attack_rate,pibt,rhcr_pbs,30,30,0.9633333333333333,0.8341666666666664,0.12916666666666687,3.8022329070387597,0.0006310637478079728,0.7244444444444444,0.002086796280807629,True
E1_warehouse_single_dock,warehouse_single_dock,wear_high,closest,40,attack_rate,pibt,token_passing,30,30,0.9633333333333333,0.87,0.09333333333333327,4.004229076071074,0.0003274674219247404,0.5777777777777777,0.0011676363630245793,True
E1_warehouse_single_dock,warehouse_single_dock,wear_high,closest,40,attack_rate,rhcr_pbs,token_passing,30,30,0.8341666666666664,0.87,-0.035833333333333606,-0.8901429155918557,0.37758659458322413,-0.15777777777777777,0.5336859575090215,False
E1_warehouse_single_dock,warehouse_single_dock,wear_high,closest,40,critical_time,pibt,rhcr_pbs,30,30,0.32878,0.25842666666666664,0.07035333333333338,7.548057697991276,1.3505424478626158e-08,1.0,8.25526379386153e-08,True
E1_warehouse_single_dock,warehouse_single_dock,wear_high,closest,40,critical_time,pibt,token_passing,30,30,0.32878,0.27878333333333327,0.049996666666666745,4.345219745011359,0.0001392726259577083,0.6211111111111111,0.0005343830104681633,True
E1_warehouse_single_dock,warehouse_single_dock,wear_high,closest,40,critical_time,rhcr_pbs,token_passing,30,30,0.25842666666666664,0.27878333333333327,-0.020356666666666634,-1.4023665895379769,0.1663832568160332,-0.38555555555555554,0.295142159075677,False
E1_warehouse_single_dock,warehouse_single_dock,wear_high,closest,40,fault_tolerance,pibt,rhcr_pbs,30,30,0.17476333333333335,0.18630999999999995,-0.011546666666666594,-1.0075623394169766,0.3179826822179686,-0.13777777777777778,0.4848720813086087,False
E1_warehouse_single_dock,warehouse_single_dock,wear_high,closest,40,fault_tolerance,pibt,token_passing,30,30,0.17476333333333335,0.24079,-0.06602666666666665,-4.44856737102903,5.440279387551545e-05,-0.6144444444444445,0.00022010528639606825,True
E1_warehouse_single_dock,warehouse_single_dock,wear_high,closest,40,fault_tolerance,rhcr_pbs,token_passing,30,30,0.18630999999999995,0.24079,-0.054480000000000056,-3.4894703236632303,0.0010046507509076372,-0.48,0.0031384222572601412,True
E1_warehouse_single_dock,warehouse_single_dock,wear_high,closest,40,itae,pibt,rhcr_pbs,30,30,36058.1,29538.065556666657,6520.034443333341,5.140317597888135,5.731540463190554e-06,0.78,2.5938894660336735e-05,True
E1_warehouse_single_dock,warehouse_single_dock,wear_high,closest,40,itae,pibt,token_passing,30,30,36058.1,28204.80832666667,7853.2916733333295,4.833184748281803,2.194641848715763e-05,0.6377777777777778,9.505626657627784e-05,True
E1_warehouse_single_dock,warehouse_single_dock,wear_high,closest,40,itae,rhcr_pbs,token_passing,30,30,29538.065556666657,28204.80832666667,1333.2572299999883,0.7125474365070222,0.47922966594080063,0.028888888888888888,0.6335882849329687,False
E1_warehouse_single_dock,warehouse_single_dock,wear_high,closest,40,rapidity,pibt,rhcr_pbs,30,30,0.8666666666666667,0.6666666666666666,0.20000000000000007,0.2035239457864621,0.8395117411474063,0.03111111111111111,0.9239209497273092,False
E1_warehouse_single_dock,warehouse_single_dock,wear_high,closest,40,rapidity,pibt,token_passing,30,29,0.8666666666666667,1.6206896551724137,-0.754022988505747,-0.5166923826037214,0.6077180501178012,-0.04252873563218391,0.7474720267999437,False
E1_warehouse_single_dock,warehouse_single_dock,wear_high,closest,40,rapidity,rhcr_pbs,token_passing,30,29,0.6666666666666666,1.6206896551724137,-0.9540229885057471,-0.7074857645513999,0.48338849508825493,-0.07126436781609195,0.6351548784608996,False
E1_warehouse_single_dock,warehouse_single_dock,wear_medium,closest,40,attack_rate,pibt,rhcr_pbs,30,30,0.5791666666666668,0.46666666666666673,0.1125000000000001,3.677288548398772,0.0006680977365891901,0.4866666666666667,0.002183689824222075,True
E1_warehouse_single_dock,warehouse_single_dock,wear_medium,closest,40,attack_rate,pibt,token_passing,30,30,0.5791666666666668,0.35,0.22916666666666685,9.240424177069086,2.6101864701239563e-12,0.92,2.948466636652021e-11,True
E1_warehouse_single_dock,warehouse_single_dock,wear_medium,closest,40,attack_rate,rhcr_pbs,token_passing,30,30,0.46666666666666673,0.35,0.11666666666666675,3.3676077745047808,0.0014019599992788952,0.5322222222222223,0.004257134449423226,True
E1_warehouse_single_dock,warehouse_single_dock,wear_medium,closest,40,critical_time,pibt,rhcr_pbs,30,29,0.25999333333333335,0.19614482758620688,0.06384850574712647,7.965941051604905,1.2856090191535288e-09,0.8091954022988506,9.261632321657053e-09,True
E1_warehouse_single_dock,warehouse_single_dock,wear_medium,closest,40,critical_time,pibt,token_passing,30,30,0.25999333333333335,0.21971999999999997,0.04027333333333338,3.717302915931609,0.0007159112492847571,0.43555555555555553,0.0023185015687845804,True
E1_warehouse_single_dock,warehouse_single_dock,wear_medium,closest,40,critical_time,rhcr_pbs,token_passing,29,30,0.19614482758620688,0.21971999999999997,-0.02357517241379309,-1.8531595878291216,0.06953973930500185,-0.3471264367816092,0.143134273904756,False
E1_warehouse_single_dock,warehouse_single_dock,wear_medium,closest,40,fault_tolerance,pibt,rhcr_pbs,30,30,0.6496566666666669,0.6321033333333335,0.01755333333333342,0.636062840960905,0.5275230023286123,0.13,0.6734742127377943,False
E1_warehouse_single_dock,warehouse_single_dock,wear_medium,closest,40,fault_tolerance,pibt,token_passing,30,30,0.6496566666666669,0.7399733333333334,-0.09031666666666649,-2.315676074232078,0.025776140767373543,-0.3233333333333333,0.05918034270492917,False
E1_warehouse_single_dock,warehouse_single_dock,wear_medium,closest,40,fault_tolerance,rhcr_pbs,token_passing,30,30,0.6321033333333335,0.7399733333333334,-0.10786999999999991,-2.557579893730726,0.013681729558298404,-0.38222222222222224,0.03383292843488152,True
E1_warehouse_single_dock,warehouse_single_dock,wear_medium,closest,40,itae,pibt,rhcr_pbs,30,29,23136.90278333333,19365.197137931034,3771.705645402297,2.441377637904328,0.017910638140491777,0.3425287356321839,0.04315669121906893,True
E1_warehouse_single_dock,warehouse_single_dock,wear_medium,closest,40,itae,pibt,token_passing,30,30,23136.90278333333,16576.388886666668,6560.513896666664,3.564254203224253,0.0007461045540795971,0.48,0.0024052502976264637,True
E1_warehouse_single_dock,warehouse_single_dock,wear_medium,closest,40,itae,rhcr_pbs,token_passing,29,30,19365.197137931034,16576.388886666668,2788.808251264367,1.6578505402984065,0.10346212570788277,0.26436781609195403,0.19768406156905338,False
E1_warehouse_single_dock,warehouse_single_dock,wear_medium,closest,40,rapidity,pibt,rhcr_pbs,30,29,1.6666666666666667,0.034482758620689655,1.632183908045977,0.9791008094060368,0.3356211383696367,0.0,0.4910850231895617,False
E1_warehouse_single_dock,warehouse_single_dock,wear_medium,closest,40,rapidity,pibt,token_passing,30,30,1.6666666666666667,2.7,-1.0333333333333334,-0.4242623941354725,0.6729503261920539,-0.06333333333333334,0.7998365829824748,False
E1_warehouse_single_dock,warehouse_single_dock,wear_medium,closest,40,rapidity,rhcr_pbs,token_passing,29,30,0.034482758620689655,2.7,-2.6655172413793107,-1.5005258785236746,0.1442800500341395,-0.06896551724137931,0.263208566728947,False
E1_warehouse_single_dock,warehouse_single_dock,zone_50t,closest,40,attack_rate,pibt,rhcr_pbs,30,30,0.25083333333333335,0.23249999999999998,0.018333333333333368,0.4485642619210071,0.6554186964966674,0.06444444444444444,0.7869482988548422,False
E1_warehouse_single_dock,warehouse_single_dock,zone_50t,closest,40,attack_rate,pibt,token_passing,30,30,0.25083333333333335,0.2375,0.013333333333333364,0.3775071040676334,0.707369276657808,0.07666666666666666,0.8234174926964756,False
E1_warehouse_single_dock,warehouse_single_dock,zone_50t,closest,40,attack_rate,rhcr_pbs,token_passing,30,30,0.23249999999999998,0.2375,-0.0050000000000000044,-0.14427711900308765,0.8858436833755123,-0.023333333333333334,0.9614736390770278,False
E1_warehouse_single_dock,warehouse_single_dock,zone_50t,closest,40,cascade_depth_avg,pibt,rhcr_pbs,30,30,0.208,0.043666666666666666,0.16433333333333333,3.718484906810504,0.000639167907514379,0.5444444444444444,0.0020988490358379145,True
E1_warehouse_single_dock,warehouse_single_dock,zone_50t,closest,40,cascade_depth_avg,pibt,token_passing,30,30,0.208,0.02033333333333333,0.18766666666666665,4.528410527825454,8.547401545358768e-05,0.6244444444444445,0.00033806529361475016,True
E1_warehouse_single_dock,warehouse_single_dock,zone_50t,closest,40,cascade_depth_avg,rhcr_pbs,token_passing,30,30,0.043666666666666666,0.02033333333333333,0.023333333333333334,1.3062668200315726,0.19941091999685875,0.03777777777777778,0.33964803261226123,False
E1_warehouse_single_dock,warehouse_single_dock,zone_50t,closest,40,critical_time,pibt,rhcr_pbs,28,30,0.2136642857142857,0.1753966666666667,0.038267619047618995,2.8466565725300477,0.007337667179518471,0.40714285714285714,0.01925796664959123,True
E1_warehouse_single_dock,warehouse_single_dock,zone_50t,closest,40,critical_time,pibt,token_passing,28,30,0.2136642857142857,0.19526000000000004,0.01840428571428565,1.7758786800798798,0.0834301587242043,0.22142857142857142,0.1666243056839837,False
E1_warehouse_single_dock,warehouse_single_dock,zone_50t,closest,40,critical_time,rhcr_pbs,token_passing,30,30,0.1753966666666667,0.19526000000000004,-0.019863333333333344,-1.2475512668132445,0.217626335020061,-0.18444444444444444,0.3649505760668957,False
E1_warehouse_single_dock,warehouse_single_dock,zone_50t,closest,40,fault_tolerance,pibt,rhcr_pbs,30,30,0.9549366666666665,0.90919,0.04574666666666649,1.1020920977029651,0.27906885649244717,0.035555555555555556,0.4422505335211396,False
E1_warehouse_single_dock,warehouse_single_dock,zone_50t,closest,40,fault_tolerance,pibt,token_passing,30,30,0.9549366666666665,0.9936000000000001,-0.038663333333333605,-0.6855731589091341,0.49828950348633455,-0.04666666666666667,0.6490634491906867,False
E1_warehouse_single_dock,warehouse_single_dock,zone_50t,closest,40,fault_tolerance,rhcr_pbs,token_passing,30,30,0.90919,0.9936000000000001,-0.0844100000000001,-1.2155952258791982,0.22951163685101691,-0.07444444444444444,0.37960957338302076,False
E1_warehouse_single_dock,warehouse_single_dock,zone_50t,closest,40,itae,pibt,rhcr_pbs,28,30,20873.130946428573,19039.782776666667,1833.3481697619063,1.9057499358722771,0.06510906909930858,0.3404761904761905,0.1364006017332696,False
E1_warehouse_single_dock,warehouse_single_dock,zone_50t,closest,40,itae,pibt,token_passing,28,30,20873.130946428573,17639.736113333332,3233.3948330952408,3.214265556298849,0.002876982576839565,0.4166666666666667,0.00817364064083997,True
E1_warehouse_single_dock,warehouse_single_dock,zone_50t,closest,40,itae,rhcr_pbs,token_passing,30,30,19039.782776666667,17639.736113333332,1400.0466633333344,1.0486233147360708,0.2987117847772484,0.09777777777777778,0.4645165639928136,False
E1_warehouse_single_dock,warehouse_single_dock,zone_50t,closest,40,rapidity,pibt,rhcr_pbs,28,30,6.035714285714286,7.966666666666667,-1.9309523809523812,-0.3807361615077419,0.7048508698476008,-0.02857142857142857,0.8232005196235007,False
E1_warehouse_single_dock,warehouse_single_dock,zone_50t,closest,40,rapidity,pibt,token_passing,28,30,6.035714285714286,7.666666666666667,-1.6309523809523814,-0.32977817707918505,0.7428003343239598,-0.030952380952380953,0.8472003813129493,False
E1_warehouse_single_dock,warehouse_single_dock,zone_50t,closest,40,rapidity,rhcr_pbs,token_passing,30,30,7.966666666666667,7.666666666666667,0.2999999999999998,0.057042727126510644,0.9547076305620265,-0.0022222222222222222,1.0,False
E1_warehouse_single_dock,warehouse_single_dock,burst_20pct,closest,60,attack_rate,pibt,rhcr_pbs,30,30,0.20000000000000007,0.20000000000000007,0.0,0.0,1.0,0.0,1.0,False
E1_warehouse_single_dock,warehouse_single_dock,burst_20pct,closest,60,attack_rate,pibt,token_passing,30,30,0.20000000000000007,0.20000000000000007,0.0,0.0,1.0,0.0,1.0,False
E1_warehouse_single_dock,warehouse_single_dock,burst_20pct,closest,60,attack_rate,rhcr_pbs,token_passing,30,30,0.20000000000000007,0.20000000000000007,0.0,0.0,1.0,0.0,1.0,False
E1_warehouse_single_dock,warehouse_single_dock,burst_20pct,closest,60,critical_time,pibt,rhcr_pbs,30,30,0.3044033333333333,0.12702333333333332,0.17737999999999998,7.109795827575177,5.017884866983596e-08,0.6533333333333333,2.868523656753376e-07,True
E1_warehouse_single_dock,warehouse_single_dock,burst_20pct,closest,60,critical_time,pibt,token_passing,30,30,0.3044033333333333,0.22959000000000002,0.07481333333333329,4.157132904910692,0.0002065957574983705,0.4033333333333333,0.000763647145517537,True
E1_warehouse_single_dock,warehouse_single_dock,burst_20pct,closest,60,critical_time,rhcr_pbs,token_passing,30,30,0.12702333333333332,0.22959000000000002,-0.1025666666666667,-3.4278722276721854,0.0011947541715181906,-0.4811111111111111,0.0036833905899207103,True
E1_warehouse_single_dock,warehouse_single_dock,burst_20pct,closest,60,fault_tolerance,pibt,rhcr_pbs,30,28,0.6524366666666667,1.9840035714285713,-1.3315669047619045,-2.956833940087251,0.006372031957155605,0.04285714285714286,0.016944084978349743,True
E1_warehouse_single_dock,warehouse_single_dock,burst_20pct,closest,60,fault_tolerance,pibt,token_passing,30,30,0.6524366666666667,0.6028433333333333,0.04959333333333338,0.8058166341131997,0.4258097549199802,0.18222222222222223,0.5795429300886502,False
E1_warehouse_single_dock,warehouse_single_dock,burst_20pct,closest,60,fault_tolerance,rhcr_pbs,token_passing,28,30,1.9840035714285713,0.6028433333333333,1.3811602380952381,3.043896962681733,0.005047469610360054,0.05952380952380952,0.013679514567808823,True
E1_warehouse_single_dock,warehouse_single_dock,burst_20pct,closest,60,itae,pibt,rhcr_pbs,30,30,28106.96389,10258.402223333334,17848.561666666665,7.5591442732883625,1.4963941031012515e-08,0.66,9.068276710639343e-08,True
E1_warehouse_single_dock,warehouse_single_dock,burst_20pct,closest,60,itae,pibt,token_passing,30,30,28106.96389,16677.482223333333,11429.481666666667,6.737341165602215,1.0100927469659589e-07,0.7488888888888889,5.615161254787141e-07,True
E1_warehouse_single_dock,warehouse_single_dock,burst_20pct,closest,60,itae,rhcr_pbs,token_passing,30,30,10258.402223333334,16677.482223333333,-6419.079999999998,-2.2667102838798905,0.027586238032591578,-0.38222222222222224,0.06272426425445943,False
E1_warehouse_single_dock,warehouse_single_dock,burst_20pct,closest,60,rapidity,pibt,rhcr_pbs,30,25,30.266666666666666,8.6,21.666666666666664,1.7044319293597323,0.09660712345458723,0.13333333333333333,0.18789154038275094,False
E1_warehouse_single_dock,warehouse_single_dock,burst_20pct,closest,60,rapidity,pibt,token_passing,30,26,30.266666666666666,9.5,20.766666666666666,1.6364300993372973,0.1101872458782106,0.1641025641025641,0.20790216386169644,False
E1_warehouse_single_dock,warehouse_single_dock,burst_20pct,closest,60,rapidity,rhcr_pbs,token_passing,25,26,8.6,9.5,-0.9000000000000004,-0.139436410491863,0.8896774910024009,0.06769230769230769,0.9648422559872428,False
