solver,topology,scenario,scheduler,num_agents,seed,is_baseline,avg_throughput,total_tasks,unassigned_ratio,wait_ratio,fault_tolerance,critical_time,deficit_recovery,throughput_recovery,mtbf,recovery_tick,survival_rate,impacted_area,deficit_integral,cascade_depth_avg,cascade_spread_avg,itae,rapidity,attack_rate,fleet_utilization,solver_step_avg_us,solver_step_max_us,wall_time_ms
pibt,warehouse_single_dock,wear_medium,random,40,1111,true,0.4320,216,0.0114,0.0452,1.0000,,0.00,0.00,,,1.0000,0.0000,0,0.00,0.00,0.0000,0.00,0.0000,1.0000,34.9,1195.0,20
pibt,warehouse_single_dock,wear_medium,random,40,1111,false,0.3180,159,0.0084,0.0956,0.6686,0.2544,,1.00,19.60,,0.4750,-26.3889,5597,0.00,1.00,23156.3333,0.00,0.5250,0.7763,79.2,1441.0,40
pibt,warehouse_single_dock,wear_medium,random,40,2222,true,0.4200,210,0.0109,0.0421,1.0000,,0.00,0.00,,,1.0000,0.0000,0,0.00,0.00,0.0000,0.00,0.0000,1.0000,81.7,15126.0,44
pibt,warehouse_single_dock,wear_medium,random,40,2222,false,0.3040,152,0.0079,0.0701,0.6107,0.2717,,1.00,13.80,,0.3250,-27.6190,7462,0.00,1.00,17764.0000,0.00,0.6750,0.6770,73.7,1517.0,37
pibt,warehouse_single_dock,wear_medium,random,40,3333,true,0.4160,208,0.0110,0.0421,1.0000,,0.00,0.00,,,1.0000,0.0000,0,0.00,0.00,0.0000,0.00,0.0000,1.0000,34.5,1216.0,20
pibt,warehouse_single_dock,wear_medium,random,40,3333,false,0.3000,150,0.0077,0.0635,0.6081,0.2411,,1.00,14.27,,0.4250,-27.8846,7931,0.00,1.00,14751.8333,0.00,0.5750,0.6813,87.6,2153.0,44
pibt,warehouse_single_dock,wear_medium,random,40,4444,true,0.4260,213,0.0112,0.0424,1.0000,,0.00,0.00,,,1.0000,0.0000,0,0.00,0.00,0.0000,0.00,0.0000,1.0000,34.5,1164.0,20
pibt,warehouse_single_dock,wear_medium,random,40,4444,false,0.3260,163,0.0084,0.0563,0.6970,0.2560,,1.00,16.95,,0.4500,-23.4742,5509,0.00,1.00,20753.0000,0.00,0.5500,0.7713,81.4,1909.0,41
pibt,warehouse_single_dock,wear_medium,random,40,5555,true,0.4100,205,0.0106,0.0443,1.0000,,0.00,0.00,,,1.0000,0.0000,0,0.00,0.00,0.0000,0.00,0.0000,1.0000,34.0,1148.0,20
pibt,warehouse_single_dock,wear_medium,random,40,5555,false,0.2920,146,0.0076,0.0618,0.6144,0.2707,,1.00,14.43,,0.4000,-28.7805,7476,0.00,1.00,17864.3000,0.00,0.6000,0.6934,74.8,1910.0,37
pibt,warehouse_single_dock,wear_medium,random,40,10000,true,0.4320,216,0.0108,0.0448,1.0000,,0.00,0.00,,,1.0000,0.0000,0,0.00,0.00,0.0000,0.00,0.0000,1.0000,70.2,4433.0,38
pibt,warehouse_single_dock,wear_medium,random,40,10000,false,0.3240,162,0.0081,0.0439,0.6424,0.2789,,1.00,14.04,,0.4000,-25.0000,7135,0.00,1.00,17093.0000,0.00,0.6000,0.7036,97.3,1907.0,49
pibt,warehouse_single_dock,wear_medium,random,40,20000,true,0.4060,203,0.0104,0.0422,1.0000,,0.00,0.00,,,1.0000,0.0000,0,0.00,0.00,0.0000,0.00,0.0000,1.0000,33.6,1156.0,19
pibt,warehouse_single_dock,wear_medium,random,40,20000,false,0.3060,153,0.0077,0.0542,0.7537,0.2218,,1.00,26.28,,0.4500,-24.6305,5261,0.00,1.00,33138.8333,8.00,0.5500,0.7976,74.7,2081.0,37
pibt,warehouse_single_dock,wear_medium,random,40,30000,true,0.4120,206,0.0110,0.0426,1.0000,,0.00,0.00,,,1.0000,0.0000,0,0.00,0.00,0.0000,0.00,0.0000,1.0000,34.8,1185.0,20
pibt,warehouse_single_dock,wear_medium,random,40,30000,false,0.3380,169,0.0089,0.0495,0.7613,0.2237,,1.00,18.35,,0.4500,-17.9612,6081,0.00,1.00,17344.3333,0.00,0.5500,0.7629,78.4,1895.0,39
pibt,warehouse_single_dock,wear_medium,random,40,40000,true,0.4260,213,0.0111,0.0454,1.0000,,0.00,0.00,,,1.0000,0.0000,0,0.00,0.00,0.0000,0.00,0.0000,1.0000,34.3,1178.0,20
pibt,warehouse_single_dock,wear_medium,random,40,40000,false,0.3660,183,0.0094,0.0495,0.7345,0.2271,,1.00,12.32,,0.5000,-14.0845,2362,0.00,1.00,8869.5000,0.00,0.5000,0.7280,85.4,1883.0,43
pibt,warehouse_single_dock,wear_medium,random,40,50000,true,0.4200,210,0.0109,0.0437,1.0000,,0.00,0.00,,,1.0000,0.0000,0,0.00,0.00,0.0000,0.00,0.0000,1.0000,41.8,2056.0,39
pibt,warehouse_single_dock,wear_medium,random,40,50000,false,0.2480,124,0.0061,0.1207,0.5784,0.2857,,1.00,23.53,,0.5000,-40.9524,13084,0.00,1.00,32063.5000,0.00,0.5000,0.7542,75.7,1892.0,38
pibt,warehouse_single_dock,wear_medium,closest,40,42,true,0.4060,203,0.0104,0.0428,1.0000,,0.00,0.00,,,1.0000,0.0000,0,0.00,0.00,0.0000,0.00,0.0000,1.0000,34.2,1169.0,20
pibt,warehouse_single_dock,wear_medium,closest,40,42,false,0.2960,148,0.0078,0.0435,0.6910,0.2573,,1.00,18.17,,0.3500,-27.0936,8945,0.00,1.00,28689.0000,0.00,0.6500,0.6684,82.2,1595.0,41
pibt,warehouse_single_dock,wear_medium,closest,40,123,true,0.4360,218,0.0114,0.0435,1.0000,,0.00,0.00,,,1.0000,0.0000,0,0.00,0.00,0.0000,0.00,0.0000,1.0000,35.4,1184.0,20
pibt,warehouse_single_dock,wear_medium,closest,40,123,false,0.3700,185,0.0097,0.0477,0.7975,0.2213,,1.00,20.72,,0.5250,-15.1376,3653,0.00,1.00,17818.1667,0.00,0.4750,0.7780,74.9,1922.0,37
pibt,warehouse_single_dock,wear_medium,closest,40,456,true,0.4360,218,0.0117,0.0415,1.0000,,0.00,0.00,,,1.0000,0.0000,0,0.00,0.00,0.0000,0.00,0.0000,1.0000,34.9,1172.0,20
pibt,warehouse_single_dock,wear_medium,closest,40,456,false,0.3300,165,0.0095,0.0745,0.6345,0.2507,,1.00,13.56,,0.3250,-24.3119,6666,0.00,1.00,16598.1667,0.00,0.6750,0.6806,79.7,1903.0,40
pibt,warehouse_single_dock,wear_medium,closest,40,789,true,0.4360,218,0.0113,0.0425,1.0000,,0.00,0.00,,,1.0000,0.0000,0,0.00,0.00,0.0000,0.00,0.0000,1.0000,72.7,4373.0,39
pibt,warehouse_single_dock,wear_medium,closest,40,789,false,0.3140,157,0.0080,0.0803,0.6965,0.2709,,1.00,23.00,,0.4750,-27.9817,7772,0.00,1.00,29989.0000,0.00,0.5250,0.7890,73.1,1592.0,36
pibt,warehouse_single_dock,wear_medium,closest,40,1024,true,0.4320,216,0.0111,0.0411,1.0000,,0.00,0.00,,,1.0000,0.0000,0,0.00,0.00,0.0000,0.00,0.0000,1.0000,35.4,1186.0,26
pibt,warehouse_single_dock,wear_medium,closest,40,1024,false,0.3000,150,0.0077,0.0621,0.6812,0.2511,,1.00,16.36,,0.2750,-30.5556,9226,0.00,1.00,30846.5000,0.00,0.7250,0.6916,93.3,1976.0,47
pibt,warehouse_single_dock,wear_medium,closest,40,2048,true,0.4520,226,0.0118,0.0450,1.0000,,0.00,0.00,,,1.0000,0.0000,0,0.00,0.00,0.0000,0.00,0.0000,1.0000,35.9,1182.0,21
pibt,warehouse_single_dock,wear_medium,closest,40,2048,false,0.3500,175,0.0092,0.0518,0.7182,0.2529,,1.00,18.14,,0.4000,-22.5664,5761,0.00,1.00,26434.4167,0.00,0.6000,0.7520,79.6,2038.0,40
pibt,warehouse_single_dock,wear_medium,closest,40,3141,true,0.4380,219,0.0112,0.0399,1.0000,,0.00,0.00,,,1.0000,0.0000,0,0.00,0.00,0.0000,0.00,0.0000,1.0000,35.1,1177.0,20
pibt,warehouse_single_dock,wear_medium,closest,40,3141,false,0.3480,174,0.0094,0.0572,0.7414,0.2643,,1.00,19.75,,0.4750,-20.5479,4582,0.00,1.00,26528.5000,0.00,0.5250,0.7406,78.7,1960.0,39
pibt,warehouse_single_dock,wear_medium,closest,40,9999,true,0.4300,215,0.0112,0.0421,1.0000,,0.00,0.00,,,1.0000,0.0000,0,0.00,0.00,0.0000,0.00,0.0000,1.0000,76.2,4603.0,41
pibt,warehouse_single_dock,wear_medium,closest,40,9999,false,0.3000,150,0.0080,0.0584,0.5779,0.2639,,1.00,14.87,,0.3250,-30.2326,9034,0.00,1.00,19069.0000,0.00,0.6750,0.6787,78.6,1834.0,40
pibt,warehouse_single_dock,wear_medium,closest,40,1337,true,0.4340,217,0.0111,0.0445,1.0000,,0.00,0.00,,,1.0000,0.0000,0,0.00,0.00,0.0000,0.00,0.0000,1.0000,33.6,1149.0,19
pibt,warehouse_single_dock,wear_medium,closest,40,1337,false,0.3460,173,0.0089,0.0561,0.7047,0.2866,,1.00,16.00,,0.4500,-20.2765,4755,0.00,1.00,17787.0000,0.00,0.5500,0.7280,75.7,1852.0,38
pibt,warehouse_single_dock,wear_medium,closest,40,7777,true,0.4560,228,0.0118,0.0444,1.0000,,0.00,0.00,,,1.0000,0.0000,0,0.00,0.00,0.0000,0.00,0.0000,1.0000,42.9,3240.0,29
pibt,warehouse_single_dock,wear_medium,closest,40,7777,false,0.3440,172,0.0093,0.0677,0.6706,0.2691,,1.00,20.33,,0.4500,-24.5614,7051,0.00,1.00,21431.0000,0.00,0.5500,0.7616,74.0,1961.0,37
pibt,warehouse_single_dock,wear_medium,closest,40,11,true,0.4560,228,0.0122,0.0452,1.0000,,0.00,0.00,,,1.0000,0.0000,0,0.00,0.00,0.0000,0.00,0.0000,1.0000,35.6,1156.0,20
pibt,warehouse_single_dock,wear_medium,closest,40,11,false,0.3040,152,0.0080,0.0552,0.5529,0.2678,,1.00,12.68,,0.3250,-33.3333,9667,0.00,1.00,19045.3333,0.00,0.6750,0.6186,91.1,1836.0,46
pibt,warehouse_single_dock,wear_medium,closest,40,22,true,0.4480,224,0.0118,0.0406,1.0000,,0.00,0.00,,,1.0000,0.0000,0,0.00,0.00,0.0000,0.00,0.0000,1.0000,35.9,1169.0,21
pibt,warehouse_single_dock,wear_medium,closest,40,22,false,0.2800,140,0.0072,0.1171,0.5459,0.2774,,1.00,17.35,,0.4000,-37.5000,12294,0.00,1.00,29202.0000,0.00,0.6000,0.7083,78.0,1240.0,39
pibt,warehouse_single_dock,wear_medium,closest,40,33,true,0.4560,228,0.0123,0.0395,1.0000,,0.00,0.00,,,1.0000,0.0000,0,0.00,0.00,0.0000,0.00,0.0000,1.0000,50.4,7814.0,28
pibt,warehouse_single_dock,wear_medium,closest,40,33,false,0.2200,110,0.0056,0.2502,0.3723,0.2983,,2.00,19.44,,0.5500,-51.7544,18367,0.00,1.00,28117.5000,50.00,0.4500,0.7380,55.3,1152.0,28
pibt,warehouse_single_dock,wear_medium,closest,40,44,true,0.4420,221,0.0115,0.0428,1.0000,,0.00,0.00,,,1.0000,0.0000,0,0.00,0.00,0.0000,0.00,0.0000,1.0000,37.2,1982.0,24
pibt,warehouse_single_dock,wear_medium,closest,40,44,false,0.3220,161,0.0083,0.0993,0.6386,0.2690,,1.00,18.05,,0.4750,-27.1493,7358,0.00,1.00,21300.5000,0.00,0.5250,0.7518,76.9,1895.0,38
pibt,warehouse_single_dock,wear_medium,closest,40,55,true,0.4500,225,0.0120,0.0416,1.0000,,0.00,0.00,,,1.0000,0.0000,0,0.00,0.00,0.0000,0.00,0.0000,1.0000,33.9,1140.0,19
pibt,warehouse_single_dock,wear_medium,closest,40,55,false,0.3260,163,0.0089,0.0623,0.6630,0.2600,,1.00,19.32,,0.4000,-27.5556,8470,0.00,1.00,28158.0000,0.00,0.6000,0.7023,74.2,1995.0,37
pibt,warehouse_single_dock,wear_medium,closest,40,101,true,0.4460,223,0.0120,0.0410,1.0000,,0.00,0.00,,,1.0000,0.0000,0,0.00,0.00,0.0000,0.00,0.0000,1.0000,35.2,1264.0,22
pibt,warehouse_single_dock,wear_medium,closest,40,101,false,0.3180,159,0.0083,0.0696,0.6559,0.2689,,1.00,18.23,,0.4250,-28.6996,9475,0.00,1.00,27978.0000,0.00,0.5750,0.7334,71.4,1208.0,36
pibt,warehouse_single_dock,wear_medium,closest,40,202,true,0.4380,219,0.0115,0.0408,1.0000,,0.00,0.00,,,1.0000,0.0000,0,0.00,0.00,0.0000,0.00,0.0000,1.0000,34.5,1161.0,20
pibt,warehouse_single_dock,wear_medium,closest,40,202,false,0.3120,156,0.0083,0.0812,0.5743,0.2625,,1.00,12.77,,0.2750,-28.7671,6858,0.00,1.00,16913.1667,0.00,0.7250,0.6499,73.5,1190.0,37
pibt,warehouse_single_dock,wear_medium,closest,40,303,true,0.4560,228,0.0118,0.0442,1.0000,,0.00,0.00,,,1.0000,0.0000,0,0.00,0.00,0.0000,0.00,0.0000,1.0000,42.0,1985.0,26
pibt,warehouse_single_dock,wear_medium,closest,40,303,false,0.3500,175,0.0092,0.0549,0.7500,0.2571,,1.00,22.37,,0.5000,-23.2456,6347,0.00,1.00,31376.5000,0.00,0.5000,0.8031,69.6,1177.0,35
pibt,warehouse_single_dock,wear_medium,closest,40,404,true,0.4360,218,0.0112,0.0410,1.0000,,0.00,0.00,,,1.0000,0.0000,0,0.00,0.00,0.0000,0.00,0.0000,1.0000,35.6,1204.0,20
pibt,warehouse_single_dock,wear_medium,closest,40,404,false,0.3160,158,0.0084,0.0509,0.5946,0.2830,,1.00,15.35,,0.4250,-27.5229,7967,0.00,1.00,16341.5000,0.00,0.5750,0.6645,78.4,1902.0,39
pibt,warehouse_single_dock,wear_medium,closest,40,505,true,0.4600,230,0.0120,0.0430,1.0000,,0.00,0.00,,,1.0000,0.0000,0,0.00,0.00,0.0000,0.00,0.0000,1.0000,35.7,1176.0,20
pibt,warehouse_single_dock,wear_medium,closest,40,505,false,0.3420,171,0.0089,0.0491,0.7389,0.2417,,1.00,20.24,,0.4500,-25.6522,7389,0.00,1.00,32600.1667,0.00,0.5500,0.7670,68.3,1181.0,34
pibt,warehouse_single_dock,wear_medium,closest,40,1111,true,0.4400,220,0.0118,0.0453,1.0000,,0.00,0.00,,,1.0000,0.0000,0,0.00,0.00,0.0000,0.00,0.0000,1.0000,61.0,8027.0,33
pibt,warehouse_single_dock,wear_medium,closest,40,1111,false,0.3360,168,0.0087,0.0932,0.7062,0.2343,,1.00,19.30,,0.4500,-23.6364,6227,0.00,1.00,21437.8333,0.00,0.5500,0.7707,68.6,1168.0,34
pibt,warehouse_single_dock,wear_medium,closest,40,2222,true,0.4340,217,0.0118,0.0454,1.0000,,0.00,0.00,,,1.0000,0.0000,0,0.00,0.00,0.0000,0.00,0.0000,1.0000,35.4,1198.0,20
pibt,warehouse_single_dock,wear_medium,closest,40,2222,false,0.3100,155,0.0081,0.0605,0.5974,0.2699,,1.00,13.08,,0.3000,-28.5714,7198,0.00,1.00,18735.3333,0.00,0.7000,0.6778,84.2,1875.0,42
pibt,warehouse_single_dock,wear_medium,closest,40,3333,true,0.4340,217,0.0117,0.0397,1.0000,,0.00,0.00,,,1.0000,0.0000,0,0.00,0.00,0.0000,0.00,0.0000,1.0000,35.9,1181.0,21
pibt,warehouse_single_dock,wear_medium,closest,40,3333,false,0.3180,159,0.0083,0.0490,0.6159,0.2523,,1.00,15.65,,0.4500,-26.7281,6260,0.00,1.00,16575.6667,0.00,0.5500,0.6841,75.9,1340.0,38
pibt,warehouse_single_dock,wear_medium,closest,40,4444,true,0.4560,228,0.0119,0.0430,1.0000,,0.00,0.00,,,1.0000,0.0000,0,0.00,0.00,0.0000,0.00,0.0000,1.0000,47.4,1836.0,27
pibt,warehouse_single_dock,wear_medium,closest,40,4444,false,0.3620,181,0.0097,0.0491,0.7299,0.2487,,1.00,18.20,,0.4500,-20.6140,4782,0.00,1.00,21700.8333,0.00,0.5500,0.7731,77.6,1657.0,39
pibt,warehouse_single_dock,wear_medium,closest,40,5555,true,0.4460,223,0.0117,0.0434,1.0000,,0.00,0.00,,,1.0000,0.0000,0,0.00,0.00,0.0000,0.00,0.0000,1.0000,53.2,2324.0,34
pibt,warehouse_single_dock,wear_medium,closest,40,5555,false,0.3180,159,0.0086,0.0966,0.5762,0.2618,,1.00,14.91,,0.4000,-28.6996,7683,0.00,1.00,18720.5000,0.00,0.6000,0.7043,79.8,1811.0,40
pibt,warehouse_single_dock,wear_medium,closest,40,10000,true,0.4500,225,0.0115,0.0454,1.0000,,0.00,0.00,,,1.0000,0.0000,0,0.00,0.00,0.0000,0.00,0.0000,1.0000,43.0,3648.0,27
pibt,warehouse_single_dock,wear_medium,closest,40,10000,false,0.3220,161,0.0083,0.1150,0.5328,0.2539,,1.00,13.57,,0.4500,-28.4444,7156,0.00,1.00,15634.0000,0.00,0.5500,0.7043,83.8,3723.0,42
pibt,warehouse_single_dock,wear_medium,closest,40,20000,true,0.4340,217,0.0114,0.0417,1.0000,,0.00,0.00,,,1.0000,0.0000,0,0.00,0.00,0.0000,0.00,0.0000,1.0000,34.6,1166.0,20
pibt,warehouse_single_dock,wear_medium,closest,40,20000,false,0.3240,162,0.0085,0.0577,0.7454,0.2572,,1.00,22.86,,0.4250,-25.3456,5841,0.00,1.00,36195.5000,0.00,0.5750,0.7974,77.9,2107.0,39
pibt,warehouse_single_dock,wear_medium,closest,40,30000,true,0.4260,213,0.0111,0.0448,1.0000,,0.00,0.00,,,1.0000,0.0000,0,0.00,0.00,0.0000,0.00,0.0000,1.0000,34.3,1146.0,20
pibt,warehouse_single_dock,wear_medium,closest,40,30000,false,0.3320,166,0.0084,0.0629,0.7081,0.2466,,1.00,17.33,,0.4500,-22.0657,7129,0.00,1.00,17719.1667,0.00,0.5500,0.7583,68.5,1164.0,34
pibt,warehouse_single_dock,wear_medium,closest,40,40000,true,0.4560,228,0.0118,0.0415,1.0000,,0.00,0.00,,,1.0000,0.0000,0,0.00,0.00,0.0000,0.00,0.0000,1.0000,34.6,1163.0,20
pibt,warehouse_single_dock,wear_medium,closest,40,40000,false,0.3760,188,0.0095,0.0694,0.6610,0.2213,,1.00,13.06,,0.5250,-17.5439,3281,0.00,1.00,8887.6667,0.00,0.4750,0.7313,75.6,1794.0,38
pibt,warehouse_single_dock,wear_medium,closest,40,50000,true,0.4360,218,0.0111,0.0428,1.0000,,0.00,0.00,,,1.0000,0.0000,0,0.00,0.00,0.0000,0.00,0.0000,1.0000,58.8,4388.0,32
pibt,warehouse_single_dock,wear_medium,closest,40,50000,false,0.2820,141,0.0076,0.1269,0.6169,0.2800,,1.00,20.19,,0.4500,-35.3211,11928,0.00,1.00,32277.1667,0.00,0.5500,0.7469,66.6,1183.0,33
pibt,warehouse_single_dock,wear_high,random,40,42,true,0.4040,202,0.0104,0.0424,1.0000,,0.00,0.00,,,1.0000,0.0000,0,0.00,0.00,0.0000,0.00,0.0000,1.0000,34.6,1249.0,20
pibt,warehouse_single_dock,wear_high,random,40,42,false,0.0780,39,0.0019,0.1985,0.1850,0.3084,,1.00,7.24,,0.0750,-80.6931,32336,0.00,1.00,36169.3333,0.00,0.9250,0.2533,57.4,1196.0,29
pibt,warehouse_single_dock,wear_high,random,40,123,true,0.4340,217,0.0114,0.0463,1.0000,,0.00,0.00,,,1.0000,0.0000,0,0.00,0.00,0.0000,0.00,0.0000,1.0000,34.3,1167.0,20
pibt,warehouse_single_dock,wear_high,random,40,123,false,0.0840,42,0.0021,0.0474,0.1587,0.3468,,1.00,5.56,,0.0000,-80.6452,33574,0.00,1.00,36039.5000,0.00,1.0000,0.2103,64.2,1604.0,32
pibt,warehouse_single_dock,wear_high,random,40,456,true,0.4320,216,0.0110,0.0407,1.0000,,0.00,0.00,,,1.0000,0.0000,0,0.00,0.00,0.0000,0.00,0.0000,1.0000,55.4,1606.0,30
pibt,warehouse_single_dock,wear_high,random,40,456,false,0.0900,45,0.0022,0.3292,0.1407,0.3425,,1.00,5.75,,0.1500,-79.1667,34135,0.00,1.00,33637.3333,0.00,0.8500,0.2802,60.5,1153.0,30
pibt,warehouse_single_dock,wear_high,random,40,789,true,0.4100,205,0.0104,0.0432,1.0000,,0.00,0.00,,,1.0000,0.0000,0,0.00,0.00,0.0000,0.00,0.0000,1.0000,34.1,1201.0,20
pibt,warehouse_single_dock,wear_high,random,40,789,false,0.0980,49,0.0024,0.0448,0.2239,0.3070,,1.00,5.51,,0.0000,-76.0976,28512,0.00,1.00,38761.5000,0.00,1.0000,0.2370,89.9,6062.0,45
pibt,warehouse_single_dock,wear_high,random,40,1024,true,0.4180,209,0.0109,0.0421,1.0000,,0.00,0.00,,,1.0000,0.0000,0,0.00,0.00,0.0000,0.00,0.0000,1.0000,35.2,1159.0,20
pibt,warehouse_single_dock,wear_high,random,40,1024,false,0.0920,46,0.0023,0.1687,0.2201,0.3214,,1.00,4.89,,0.0500,-77.9904,29457,0.00,1.00,41104.5000,12.00,0.9500,0.2418,63.2,1259.0,31
pibt,warehouse_single_dock,wear_high,random,40,2048,true,0.4180,209,0.0109,0.0449,1.0000,,0.00,0.00,,,1.0000,0.0000,0,0.00,0.00,0.0000,0.00,0.0000,1.0000,47.3,6458.0,26
pibt,warehouse_single_dock,wear_high,random,40,2048,false,0.1000,50,0.0024,0.2078,0.2282,0.3304,,1.00,6.27,,0.0750,-76.0766,30980,0.00,1.00,37120.5000,0.00,0.9250,0.2649,79.5,1898.0,40
pibt,warehouse_single_dock,wear_high,random,40,3141,true,0.4240,212,0.0106,0.0412,1.0000,,0.00,0.00,,,1.0000,0.0000,0,0.00,0.00,0.0000,0.00,0.0000,1.0000,38.3,1979.0,25
pibt,warehouse_single_dock,wear_high,random,40,3141,false,0.0920,46,0.0025,0.0523,0.1942,0.3194,,1.00,4.66,,0.0000,-78.3019,32531,0.00,1.00,35993.8333,0.00,1.0000,0.2029,97.3,8584.0,49
pibt,warehouse_single_dock,wear_high,random,40,9999,true,0.4120,206,0.0106,0.0430,1.0000,,0.00,0.00,,,1.0000,0.0000,0,0.00,0.00,0.0000,0.00,0.0000,1.0000,48.5,1573.0,27
pibt,warehouse_single_dock,wear_high,random,40,9999,false,0.0640,32,0.0017,0.0519,0.0938,0.3447,,1.00,5.63,,0.0000,-84.4660,35627,0.00,1.00,34083.5000,0.00,1.0000,0.1655,45.6,1180.0,23
pibt,warehouse_single_dock,wear_high,random,40,1337,true,0.3980,199,0.0103,0.0413,1.0000,,0.00,0.00,,,1.0000,0.0000,0,0.00,0.00,0.0000,0.00,0.0000,1.0000,34.4,1149.0,20
pibt,warehouse_single_dock,wear_high,random,40,1337,false,0.0920,46,0.0023,0.0445,0.1639,0.3248,,1.00,4.76,,0.0000,-76.8844,27359,0.00,1.00,32977.1667,0.00,1.0000,0.1596,78.5,10974.0,39
pibt,warehouse_single_dock,wear_high,random,40,7777,true,0.4400,220,0.0114,0.0415,1.0000,,0.00,0.00,,,1.0000,0.0000,0,0.00,0.00,0.0000,0.00,0.0000,1.0000,57.5,2152.0,39
pibt,warehouse_single_dock,wear_high,random,40,7777,false,0.1120,56,0.0029,0.1445,0.2264,0.3206,,1.00,6.69,,0.0500,-74.5455,31641,0.00,1.00,34194.5000,0.00,0.9500,0.2442,79.2,2919.0,39
pibt,warehouse_single_dock,wear_high,random,40,11,true,0.4280,214,0.0113,0.0423,1.0000,,0.00,0.00,,,1.0000,0.0000,0,0.00,0.00,0.0000,0.00,0.0000,1.0000,42.3,3195.0,31
pibt,warehouse_single_dock,wear_high,random,40,11,false,0.0800,40,0.0021,0.1189,0.1300,0.3364,,1.00,4.91,,0.0250,-81.3084,33963,0.00,1.00,34228.0000,0.00,0.9750,0.1698,62.3,1869.0,31
pibt,warehouse_single_dock,wear_high,random,40,22,true,0.4280,214,0.0112,0.0430,1.0000,,0.00,0.00,,,1.0000,0.0000,0,0.00,0.00,0.0000,0.00,0.0000,1.0000,34.9,1237.0,23
pibt,warehouse_single_dock,wear_high,random,40,22,false,0.0800,40,0.0021,0.2688,0.1754,0.3348,,1.00,5.35,,0.1000,-81.3084,34940,0.00,1.00,39403.1667,0.00,0.9000,0.2725,68.1,1543.0,34
pibt,warehouse_single_dock,wear_high,random,40,33,true,0.4260,213,0.0109,0.0424,1.0000,,0.00,0.00,,,1.0000,0.0000,0,0.00,0.00,0.0000,0.00,0.0000,1.0000,50.7,4976.0,28
pibt,warehouse_single_dock,wear_high,random,40,33,false,0.0820,41,0.0020,0.3418,0.1691,0.3458,,1.00,6.74,,0.1500,-80.7512,34714,0.00,1.00,38185.0000,0.00,0.8500,0.3086,69.7,1819.0,35
pibt,warehouse_single_dock,wear_high,random,40,44,true,0.4340,217,0.0112,0.0410,1.0000,,0.00,0.00,,,1.0000,0.0000,0,0.00,0.00,0.0000,0.00,0.0000,1.0000,47.8,4008.0,38
pibt,warehouse_single_dock,wear_high,random,40,44,false,0.0920,46,0.0022,0.2776,0.1407,0.3386,,1.00,5.38,,0.1250,-78.8018,32174,0.00,1.00,35492.8333,0.00,0.8750,0.2798,70.7,1905.0,35
pibt,warehouse_single_dock,wear_high,random,40,55,true,0.4300,215,0.0115,0.0417,1.0000,,0.00,0.00,,,1.0000,0.0000,0,0.00,0.00,0.0000,0.00,0.0000,1.0000,56.8,6471.0,31
pibt,warehouse_single_dock,wear_high,random,40,55,false,0.0980,49,0.0026,0.1110,0.2133,0.3175,,1.00,5.36,,0.0250,-77.2093,30869,0.00,1.00,37392.3333,0.00,0.9750,0.2269,55.9,1186.0,28
pibt,warehouse_single_dock,wear_high,random,40,101,true,0.4340,217,0.0112,0.0430,1.0000,,0.00,0.00,,,1.0000,0.0000,0,0.00,0.00,0.0000,0.00,0.0000,1.0000,35.2,1171.0,22
pibt,warehouse_single_dock,wear_high,random,40,101,false,0.0920,46,0.0024,0.1109,0.1934,0.3341,,1.00,7.29,,0.0250,-78.8018,32434,0.00,1.00,39138.1667,0.00,0.9750,0.2361,70.6,1258.0,35
pibt,warehouse_single_dock,wear_high,random,40,202,true,0.4240,212,0.0111,0.0437,1.0000,,0.00,0.00,,,1.0000,0.0000,0,0.00,0.00,0.0000,0.00,0.0000,1.0000,34.6,1173.0,20
pibt,warehouse_single_dock,wear_high,random,40,202,false,0.0900,45,0.0023,0.0539,0.1436,0.3356,,1.00,4.64,,0.0000,-78.7736,32274,0.00,1.00,33433.0000,0.00,1.0000,0.1501,54.0,1154.0,27
pibt,warehouse_single_dock,wear_high,random,40,303,true,0.4280,214,0.0115,0.0452,1.0000,,0.00,0.00,,,1.0000,0.0000,0,0.00,0.00,0.0000,0.00,0.0000,1.0000,34.8,1179.0,20
pibt,warehouse_single_dock,wear_high,random,40,303,false,0.0920,46,0.0024,0.1491,0.2075,0.3207,,1.00,6.79,,0.0500,-78.5047,31200,0.00,1.00,41449.8333,0.00,0.9500,0.2830,72.3,2273.0,36
pibt,warehouse_single_dock,wear_high,random,40,404,true,0.4120,206,0.0109,0.0411,1.0000,,0.00,0.00,,,1.0000,0.0000,0,0.00,0.00,0.0000,0.00,0.0000,1.0000,53.7,4130.0,30
pibt,warehouse_single_dock,wear_high,random,40,404,false,0.0860,43,0.0021,0.1064,0.1421,0.3372,,1.00,4.76,,0.0250,-79.1262,30276,0.00,1.00,32571.5000,0.00,0.9750,0.1817,66.8,1773.0,33
pibt,warehouse_single_dock,wear_high,random,40,505,true,0.4240,212,0.0113,0.0417,1.0000,,0.00,0.00,,,1.0000,0.0000,0,0.00,0.00,0.0000,0.00,0.0000,1.0000,35.0,1168.0,20
