solver,topology,scenario,scheduler,num_agents,seed,is_baseline,avg_throughput,total_tasks,unassigned_ratio,wait_ratio,fault_tolerance,critical_time,deficit_recovery,throughput_recovery,mtbf,recovery_tick,survival_rate,impacted_area,deficit_integral,cascade_depth_avg,cascade_spread_avg,structural_cascade_avg,structural_cascade_max,mitigation_delta_avg,itae,rapidity,attack_rate,fleet_utilization,pbs_partial_rate,solver_step_avg_us,solver_step_max_us,wall_time_ms
rhcr_pbs,warehouse_single_dock_w3,zone_50t,closest,151,123,true,0.4467,134,0.0031,0.7756,1.0000,,0.00,0.00,,,1.0000,0.0000,0,0.00,0.00,0.00,0.00,0.00,0.0000,0.00,0.0000,1.0000,0.9667,9968183.3,91150411.0,2990467
rhcr_pbs,warehouse_single_dock_w3,zone_50t,closest,151,123,false,0.4467,134,0.0031,0.7756,1.0000,0.0000,0.00,1.00,,,1.0000,0.0000,0,0.00,1.00,1.00,1.00,0.00,0.0000,100.00,0.0066,0.9985,0.9667,13023963.8,113486634.0,3907204
rhcr_pbs,warehouse_single_dock_w3,zone_50t,closest,151,123,true,1.5000,450,0.0100,0.2369,1.0000,,0.00,0.00,,,1.0000,0.0000,0,0.00,0.00,0.00,0.00,0.00,0.0000,0.00,0.0000,1.0000,0.8600,937857.8,3806159.0,281367
rhcr_pbs,warehouse_single_dock_w3,zone_50t,closest,151,123,false,1.1967,359,0.0080,0.3742,0.6679,0.1542,,1.00,,,1.0000,-20.2222,6718,0.00,1.00,3.00,6.00,-2.00,5703.1857,,0.0662,0.9939,0.8533,911470.0,3886812.0,273830
rhcr_pbs,warehouse_single_dock_w3,zone_50t,closest,151,123,true,0.4567,137,0.0030,0.7669,1.0000,,0.00,0.00,,,1.0000,0.0000,0,0.00,0.00,0.00,0.00,0.00,0.0000,0.00,0.0000,1.0000,0.9133,3337803.6,22081950.0,1001355
rhcr_pbs,warehouse_single_dock_w3,zone_50t,closest,151,123,false,0.4533,136,0.0030,0.7674,0.9545,0.0100,,1.00,,,1.0000,-0.7299,67,0.00,1.00,3.50,5.00,-2.50,234.0000,,0.0132,0.9993,0.9133,3420579.5,21989787.0,1026273
rhcr_pbs,warehouse_single_dock_w3,zone_50t,closest,151,123,true,1.1233,337,0.0117,0.4309,1.0000,,0.00,0.00,,,1.0000,0.0000,0,0.00,0.00,0.00,0.00,0.00,0.0000,0.00,0.0000,1.0000,0.9800,6450491.2,41304394.0,1935152
rhcr_pbs,warehouse_single_dock_w3,zone_50t,closest,151,123,false,1.7467,524,0.0128,0.1333,2.1615,0.0498,32.00,1.00,,148,1.0000,55.4896,96,0.00,1.00,4.83,8.00,-3.83,9807.7000,,0.0397,0.9874,0.9667,8135864.0,46769242.0,2440955
rhcr_pbs,warehouse_single_dock_w3,zone_50t,closest,151,123,true,0.7233,217,0.0057,0.6093,1.0000,,0.00,0.00,,,1.0000,0.0000,0,0.00,0.00,0.00,0.00,0.00,0.0000,0.00,0.0000,1.0000,0.9800,24795020.2,351976499.0,7438516
rhcr_pbs,warehouse_single_dock_w3,zone_50t,closest,151,123,false,1.1633,349,0.0090,0.3722,3.7500,0.0050,6.00,1.00,,114,1.0000,60.8295,11,0.00,1.00,5.00,6.00,-4.00,745.0000,,0.0199,0.9934,0.9267,45354507.3,352404333.0,13606451
rhcr_pbs,warehouse_single_dock_w3,zone_50t,closest,151,456,true,1.7200,516,0.0127,0.1149,1.0000,,0.00,0.00,,,1.0000,0.0000,0,0.00,0.00,0.00,0.00,0.00,0.0000,0.00,0.0000,1.0000,0.9267,22354533.3,113055506.0,6706402
rhcr_pbs,warehouse_single_dock_w3,zone_50t,closest,151,456,false,1.5200,456,0.0115,0.2097,0.8300,0.1144,,1.00,,,1.0000,-11.6279,9261,0.00,1.00,6.56,12.00,-5.56,6087.0714,,0.3179,0.9892,0.8533,24655202.7,130243285.0,7398279
rhcr_pbs,warehouse_single_dock_w3,zone_50t,closest,151,456,true,0.3767,113,0.0026,0.7868,1.0000,,0.00,0.00,,,1.0000,0.0000,0,0.00,0.00,0.00,0.00,0.00,0.0000,0.00,0.0000,1.0000,0.9667,1119577.7,3133881.0,335878
rhcr_pbs,warehouse_single_dock_w3,zone_50t,closest,151,456,false,0.3767,113,0.0026,0.7868,1.0000,0.0050,50.00,1.00,,170,1.0000,0.0000,50,0.00,1.00,12.50,25.00,-11.50,20.0000,14.00,0.1854,0.9999,0.9667,1106265.4,3422126.0,333108
rhcr_pbs,warehouse_single_dock_w3,zone_50t,closest,151,456,true,0.2433,73,0.0016,0.8449,1.0000,,0.00,0.00,,,1.0000,0.0000,0,0.00,0.00,0.00,0.00,0.00,0.0000,0.00,0.0000,1.0000,0.9667,10377122.6,24968617.0,3113148
rhcr_pbs,warehouse_single_dock_w3,zone_50t,closest,151,456,false,0.2433,73,0.0016,0.8449,1.0000,0.0000,0.00,1.00,,,1.0000,0.0000,0,0.00,1.00,12.31,23.00,-11.31,0.0000,,0.0861,1.0000,0.9667,8621115.6,23032625.0,2586740
rhcr_pbs,warehouse_single_dock_w3,zone_50t,closest,151,456,true,0.5667,170,0.0046,0.6839,1.0000,,0.00,0.00,,,1.0000,0.0000,0,0.00,0.00,0.00,0.00,0.00,0.0000,0.00,0.0000,1.0000,0.9867,4218673.5,37965783.0,1265648
rhcr_pbs,warehouse_single_dock_w3,zone_50t,closest,151,456,false,0.6033,181,0.0049,0.6627,1.5238,0.0547,89.00,1.00,,205,1.0000,6.4706,723,0.00,1.00,10.11,17.00,-9.11,384.0000,,0.2517,0.9988,0.9867,7337334.6,33694744.0,2202585
rhcr_pbs,warehouse_single_dock_w3,zone_50t,closest,151,456,true,1.7267,518,0.0127,0.1086,1.0000,,0.00,0.00,,,1.0000,0.0000,0,0.00,0.00,0.00,0.00,0.00,0.0000,0.00,0.0000,1.0000,0.8867,53371981.1,340286574.0,16011603
rhcr_pbs,warehouse_single_dock_w3,zone_50t,closest,151,456,false,1.5867,476,0.0116,0.1821,0.8783,0.1194,,1.00,,,1.0000,-8.1081,6885,0.15,1.15,9.72,17.00,-8.57,6700.6810,,0.2980,0.9889,0.8400,58076683.5,357815800.0,17424074
rhcr_pbs,warehouse_single_dock_w3,zone_50t,closest,151,789,true,1.7000,510,0.0126,0.1055,1.0000,,0.00,0.00,,,1.0000,0.0000,0,0.00,0.00,0.00,0.00,0.00,0.0000,0.00,0.0000,1.0000,0.8400,24575510.7,128505439.0,7372660
rhcr_pbs,warehouse_single_dock_w3,zone_50t,closest,151,789,false,0.6933,208,0.0107,0.5999,0.1065,0.4428,,1.00,,,1.0000,-59.2157,29026,0.03,1.03,7.29,15.00,-6.26,9693.1167,,0.5166,0.9908,0.9333,12623836.0,117728117.0,3790273
rhcr_pbs,warehouse_single_dock_w3,zone_50t,closest,151,789,true,0.3000,90,0.0020,0.8193,1.0000,,0.00,0.00,,,1.0000,0.0000,0,0.00,0.00,0.00,0.00,0.00,0.0000,0.00,0.0000,1.0000,0.9733,154323.7,2871411.0,46305
rhcr_pbs,warehouse_single_dock_w3,zone_50t,closest,151,789,false,0.3000,90,0.0020,0.8204,,0.0000,0.00,1.00,,,1.0000,0.0000,0,0.00,1.00,12.49,23.00,-11.49,0.0000,,0.8808,1.0000,0.9733,154559.8,2821616.0,51366
rhcr_pbs,warehouse_single_dock_w3,zone_50t,closest,151,789,true,0.4300,129,0.0030,0.7505,1.0000,,0.00,0.00,,,1.0000,0.0000,0,0.00,0.00,0.00,0.00,0.00,0.0000,0.00,0.0000,1.0000,0.9733,7792487.7,27109737.0,2337751
rhcr_pbs,warehouse_single_dock_w3,zone_50t,closest,151,789,false,0.4300,129,0.0074,0.7531,1.0000,0.0100,62.00,1.00,,162,1.0000,0.0000,216,0.00,1.00,11.54,24.00,-10.54,46.0000,20.00,0.7417,0.9931,0.9733,6316097.3,27570965.0,1899071
rhcr_pbs,warehouse_single_dock_w3,zone_50t,closest,151,789,true,0.4300,129,0.0032,0.7584,1.0000,,0.00,0.00,,,1.0000,0.0000,0,0.00,0.00,0.00,0.00,0.00,0.0000,0.00,0.0000,1.0000,0.9867,6998328.1,51735522.0,2099504
rhcr_pbs,warehouse_single_dock_w3,zone_50t,closest,151,789,false,0.4700,141,0.0034,0.7272,4.0000,0.0149,54.00,1.00,,154,1.0000,9.3023,196,0.00,1.00,14.99,27.00,-13.99,14.0000,,0.6755,0.9995,0.9867,6329103.0,45012532.0,1902340
rhcr_pbs,warehouse_single_dock_w3,zone_50t,closest,151,789,true,1.7000,510,0.0129,0.1098,1.0000,,0.00,0.00,,,1.0000,0.0000,0,0.00,0.00,0.00,0.00,0.00,0.0000,0.00,0.0000,1.0000,0.8867,55540336.2,389626338.0,16662106
rhcr_pbs,warehouse_single_dock_w3,zone_50t,closest,151,789,false,0.7767,233,0.0123,0.5654,0.1924,0.4030,,1.00,,,1.0000,-54.3137,26296,0.00,1.00,6.88,14.00,-5.88,9566.2048,,0.4967,0.9875,0.9533,31992646.9,328559947.0,9599582
rhcr_pbs,warehouse_single_dock_w3,zone_50t,closest,151,1024,true,1.7233,517,0.0129,0.1157,1.0000,,0.00,0.00,,,1.0000,0.0000,0,0.00,0.00,0.00,0.00,0.00,0.0000,0.00,0.0000,1.0000,0.8867,25287242.5,109950640.0,7586178
rhcr_pbs,warehouse_single_dock_w3,zone_50t,closest,151,1024,false,1.1000,330,0.0080,0.4196,0.4532,0.2736,,1.00,,,1.0000,-36.1702,14905,0.05,1.05,5.73,11.00,-4.68,8053.9905,,0.1523,0.9946,0.8800,23065548.8,126818938.0,6920605
rhcr_pbs,warehouse_single_dock_w3,zone_50t,closest,151,1024,true,1.7300,519,0.0116,0.1255,1.0000,,0.00,0.00,,,1.0000,0.0000,0,0.00,0.00,0.00,0.00,0.00,0.0000,0.00,0.0000,1.0000,0.8533,943646.4,3800623.0,283102
rhcr_pbs,warehouse_single_dock_w3,zone_50t,closest,151,1024,false,1.3433,403,0.0090,0.2997,0.6676,0.1841,,1.00,,,1.0000,-22.3507,6503,0.09,1.09,4.91,9.00,-3.83,7997.2667,,0.1589,0.9922,0.8667,878892.4,3793118.0,264526
rhcr_pbs,warehouse_single_dock_w3,zone_50t,closest,151,1024,true,1.7733,532,0.0118,0.1090,1.0000,,0.00,0.00,,,1.0000,0.0000,0,0.00,0.00,0.00,0.00,0.00,0.0000,0.00,0.0000,1.0000,0.7400,3349509.3,25571496.0,1004857
rhcr_pbs,warehouse_single_dock_w3,zone_50t,closest,151,1024,false,1.6467,494,0.0110,0.1553,0.8914,0.0945,,1.00,,,1.0000,-7.1429,5085,0.03,1.03,5.91,10.00,-4.88,5621.9762,,0.2185,0.9896,0.7667,3196908.2,25625535.0,960371
rhcr_pbs,warehouse_single_dock_w3,zone_50t,closest,151,1024,true,0.4900,147,0.0037,0.7181,1.0000,,0.00,0.00,,,1.0000,0.0000,0,0.00,0.00,0.00,0.00,0.00,0.0000,0.00,0.0000,1.0000,0.9667,5023515.7,33297549.0,1507059
rhcr_pbs,warehouse_single_dock_w3,zone_50t,closest,151,1024,false,0.5067,152,0.0038,0.7064,2.0000,0.0199,58.00,1.00,,216,1.0000,3.4014,68,0.00,1.00,5.52,8.00,-4.52,242.0000,,0.1391,0.9996,0.9667,3744604.4,33661479.0,1124175
rhcr_pbs,warehouse_single_dock_w3,zone_50t,closest,151,1024,true,1.6800,504,0.0119,0.1245,1.0000,,0.00,0.00,,,1.0000,0.0000,0,0.00,0.00,0.00,0.00,0.00,0.0000,0.00,0.0000,1.0000,0.8733,58260336.0,414279178.0,17478105
rhcr_pbs,warehouse_single_dock_w3,zone_50t,closest,151,1024,false,1.6133,484,0.0118,0.1663,0.9420,0.1144,,1.00,,,1.0000,-3.9683,3538,0.00,1.00,7.91,12.00,-6.91,6081.7214,,0.1523,0.9880,0.8800,63682980.2,344712652.0,19105891
rhcr_pbs,warehouse_single_dock_w3,zone_50t,closest,151,2048,true,1.7700,531,0.0131,0.1077,1.0000,,0.00,0.00,,,1.0000,0.0000,0,0.00,0.00,0.00,0.00,0.00,0.0000,0.00,0.0000,1.0000,0.8267,24933120.9,140284853.0,7479945
rhcr_pbs,warehouse_single_dock_w3,zone_50t,closest,151,2048,false,1.0400,312,0.0098,0.4472,0.3761,0.3134,,1.00,,,1.0000,-41.2429,17509,0.00,1.00,9.15,16.00,-8.15,8104.9143,,0.3046,0.9928,0.8200,16189863.1,116915190.0,4858528
rhcr_pbs,warehouse_single_dock_w3,zone_50t,closest,151,2048,true,0.2433,73,0.0016,0.8608,1.0000,,0.00,0.00,,,1.0000,0.0000,0,0.00,0.00,0.00,0.00,0.00,0.0000,0.00,0.0000,1.0000,0.9333,535064.7,3087097.0,160524
rhcr_pbs,warehouse_single_dock_w3,zone_50t,closest,151,2048,false,0.2433,73,0.0016,0.8608,,0.0000,0.00,1.00,,,1.0000,0.0000,0,0.00,1.00,14.93,18.00,-13.93,0.0000,,0.0993,1.0000,0.9333,482977.3,2672375.0,145304
rhcr_pbs,warehouse_single_dock_w3,zone_50t,closest,151,2048,true,0.2733,82,0.0018,0.8404,1.0000,,0.00,0.00,,,1.0000,0.0000,0,0.00,0.00,0.00,0.00,0.00,0.0000,0.00,0.0000,1.0000,0.9333,4645056.5,22897931.0,1393522
rhcr_pbs,warehouse_single_dock_w3,zone_50t,closest,151,2048,false,0.2733,82,0.0018,0.8404,,0.0000,0.00,1.00,,,1.0000,0.0000,0,0.00,1.00,9.67,14.00,-8.67,0.0000,,0.0397,1.0000,0.9333,4180981.8,20584989.0,1254406
rhcr_pbs,warehouse_single_dock_w3,zone_50t,closest,151,2048,true,0.3467,104,0.0081,0.8168,1.0000,,0.00,0.00,,,1.0000,0.0000,0,0.00,0.00,0.00,0.00,0.00,0.0000,0.00,0.0000,1.0000,0.9933,1573478.2,29264047.0,472052
rhcr_pbs,warehouse_single_dock_w3,zone_50t,closest,151,2048,false,0.3467,104,0.0081,0.8168,1.0000,0.0000,0.00,1.00,,,1.0000,0.0000,0,0.00,1.00,12.27,15.00,-11.27,0.0000,12.00,0.0993,0.9933,0.9933,1382717.8,26111732.0,415230
rhcr_pbs,warehouse_single_dock_w3,zone_50t,closest,151,2048,true,0.8833,265,0.0066,0.5292,1.0000,,0.00,0.00,,,1.0000,0.0000,0,0.00,0.00,0.00,0.00,0.00,0.0000,0.00,0.0000,1.0000,0.9400,22482247.7,279047576.0,6744679
rhcr_pbs,warehouse_single_dock_w3,zone_50t,closest,151,2048,false,1.5133,454,0.0114,0.2261,2.8900,0.0597,84.00,1.00,,194,1.0000,71.3208,1579,0.05,1.05,14.36,22.00,-13.31,1511.5500,,0.2715,0.9891,0.8400,53436519.0,361263176.0,16032117
rhcr_pbs,warehouse_single_dock_w3,zone_50t,closest,151,3141,true,0.6133,184,0.0042,0.6766,1.0000,,0.00,0.00,,,1.0000,0.0000,0,0.00,0.00,0.00,0.00,0.00,0.0000,0.00,0.0000,1.0000,0.9667,16953103.4,128713738.0,5085936
rhcr_pbs,warehouse_single_dock_w3,zone_50t,closest,151,3141,false,0.5867,176,0.0082,0.7005,0.8298,0.0846,,1.00,,,1.0000,-4.3478,193,0.00,1.00,4.14,8.00,-3.14,1930.1667,,0.0927,0.9926,0.9667,7990818.4,113095631.0,2397767
rhcr_pbs,warehouse_single_dock_w3,zone_50t,closest,151,3141,true,1.7600,528,0.0117,0.1058,1.0000,,0.00,0.00,,,1.0000,0.0000,0,0.00,0.00,0.00,0.00,0.00,0.0000,0.00,0.0000,1.0000,0.8200,973468.8,3755028.0,292081
rhcr_pbs,warehouse_single_dock_w3,zone_50t,closest,151,3141,false,1.6033,481,0.0108,0.1666,0.8694,0.1343,,1.00,,,1.0000,-8.9015,6505,0.19,1.22,4.97,11.00,-3.76,7839.3976,,0.2980,0.9895,0.7400,906106.3,3953329.0,273174
rhcr_pbs,warehouse_single_dock_w3,zone_50t,closest,151,3141,true,1.7433,523,0.0116,0.1133,1.0000,,0.00,0.00,,,1.0000,0.0000,0,0.00,0.00,0.00,0.00,0.00,0.0000,0.00,0.0000,1.0000,0.8000,2687167.0,24361414.0,806170
rhcr_pbs,warehouse_single_dock_w3,zone_50t,closest,151,3141,false,1.6467,494,0.0110,0.1377,0.9194,0.0945,,1.00,,,1.0000,-5.5449,3432,0.00,1.00,6.00,12.00,-5.00,7295.4190,,0.1060,0.9890,0.7867,2580100.5,26523802.0,774661
rhcr_pbs,warehouse_single_dock_w3,zone_50t,closest,151,3141,true,1.6800,504,0.0127,0.1136,1.0000,,0.00,0.00,,,1.0000,0.0000,0,0.00,0.00,0.00,0.00,0.00,0.0000,0.00,0.0000,1.0000,0.9400,8938232.0,57231179.0,2681474
rhcr_pbs,warehouse_single_dock_w3,zone_50t,closest,151,3141,false,1.5933,478,0.0121,0.1782,0.9226,0.0547,,1.00,,,1.0000,-5.1587,2850,0.05,1.05,7.91,12.00,-6.86,5273.1286,,0.1523,0.9880,0.9133,9712996.1,47244964.0,2914715
rhcr_pbs,warehouse_single_dock_w3,zone_50t,closest,151,3141,true,1.7400,522,0.0126,0.1141,1.0000,,0.00,0.00,,,1.0000,0.0000,0,0.00,0.00,0.00,0.00,0.00,0.0000,0.00,0.0000,1.0000,0.8933,54735242.8,288378953.0,16420578
rhcr_pbs,warehouse_single_dock_w3,zone_50t,closest,151,3141,false,1.6967,509,0.0125,0.1458,0.9638,0.0697,,1.00,,,1.0000,-2.4904,3265,0.04,1.04,7.38,14.00,-6.33,7464.2667,,0.1656,0.9874,0.8800,63349575.1,361676494.0,19005699
rhcr_pbs,warehouse_single_dock_w3,zone_50t,closest,151,9999,true,0.4933,148,0.0035,0.7406,1.0000,,0.00,0.00,,,1.0000,0.0000,0,0.00,0.00,0.00,0.00,0.00,0.0000,0.00,0.0000,1.0000,0.9800,29844613.2,108785543.0,8953389
rhcr_pbs,warehouse_single_dock_w3,zone_50t,closest,151,9999,false,0.4933,148,0.0035,0.7409,1.0000,0.0050,50.00,1.00,,200,1.0000,0.0000,50,0.00,1.00,2.67,4.00,-1.67,50.0000,,0.0199,0.9998,0.9800,35744355.2,109366517.0,10723362
rhcr_pbs,warehouse_single_dock_w3,zone_50t,closest,151,9999,true,0.4267,128,0.0028,0.7609,1.0000,,0.00,0.00,,,1.0000,0.0000,0,0.00,0.00,0.00,0.00,0.00,0.0000,0.00,0.0000,1.0000,0.9667,1104487.7,3828596.0,331398
rhcr_pbs,warehouse_single_dock_w3,zone_50t,closest,151,9999,false,0.4267,128,0.0028,0.7609,1.0000,0.0000,0.00,1.00,,,1.0000,0.0000,0,0.00,1.00,1.00,1.00,0.00,0.0000,,0.0066,0.9997,0.9667,1111734.8,3780081.0,333555
rhcr_pbs,warehouse_single_dock_w3,zone_50t,closest,151,9999,true,1.7867,536,0.0118,0.1125,1.0000,,0.00,0.00,,,1.0000,0.0000,0,0.00,0.00,0.00,0.00,0.00,0.0000,0.00,0.0000,1.0000,0.7667,2362077.3,24409428.0,708628
rhcr_pbs,warehouse_single_dock_w3,zone_50t,closest,151,9999,false,1.7400,522,0.0115,0.1214,0.9619,0.0746,,1.00,,,1.0000,-2.6119,1560,0.00,1.00,2.57,5.00,-1.57,6491.0690,,0.0464,0.9884,0.7467,2598938.9,24023050.0,779870
rhcr_pbs,warehouse_single_dock_w3,zone_50t,closest,151,9999,true,0.4800,144,0.0038,0.7250,1.0000,,0.00,0.00,,,1.0000,0.0000,0,0.00,0.00,0.00,0.00,0.00,0.0000,0.00,0.0000,1.0000,0.9867,3554791.5,29448556.0,1066442
rhcr_pbs,warehouse_single_dock_w3,zone_50t,closest,151,9999,false,0.4233,127,0.0034,0.7504,0.6222,0.0498,,1.00,,,1.0000,-11.8056,2847,0.00,1.00,3.20,6.00,-2.20,676.8000,,0.0331,0.9989,0.9933,5770134.1,34250533.0,1731158
rhcr_pbs,warehouse_single_dock_w3,zone_50t,closest,151,9999,true,1.7433,523,0.0131,0.1209,1.0000,,0.00,0.00,,,1.0000,0.0000,0,0.00,0.00,0.00,0.00,0.00,0.0000,0.00,0.0000,1.0000,0.9000,57042741.1,286038477.0,17112827
rhcr_pbs,warehouse_single_dock_w3,zone_50t,closest,151,9999,false,1.6800,504,0.0128,0.1307,0.9460,0.0846,,1.00,,,1.0000,-3.6329,1532,0.00,1.00,2.50,3.00,-1.50,6825.5260,,0.0132,0.9877,0.8933,64422974.9,392045440.0,19326984
rhcr_pbs,warehouse_single_dock_w3,zone_50t,closest,151,1337,true,1.4700,441,0.0100,0.2137,1.0000,,0.00,0.00,,,1.0000,0.0000,0,0.00,0.00,0.00,0.00,0.00,0.0000,0.00,0.0000,1.0000,0.7733,16509875.7,101825120.0,4953015
rhcr_pbs,warehouse_single_dock_w3,zone_50t,closest,151,1337,false,1.6700,501,0.0115,0.1536,1.2281,0.0995,140.00,1.00,,268,1.0000,13.6054,3318,0.23,1.26,7.29,12.00,-6.03,5803.2333,,0.2450,0.9888,0.8000,21468721.0,121418886.0,6441818
rhcr_pbs,warehouse_single_dock_w3,zone_50t,closest,151,1337,true,1.7533,526,0.0117,0.1128,1.0000,,0.00,0.00,,,1.0000,0.0000,0,0.00,0.00,0.00,0.00,0.00,0.0000,0.00,0.0000,1.0000,0.8667,1042994.7,3860311.0,312922
rhcr_pbs,warehouse_single_dock_w3,zone_50t,closest,151,1337,false,1.2700,381,0.0085,0.3344,0.5892,0.2289,,1.00,,,1.0000,-27.5665,9777,0.04,1.04,5.19,8.00,-4.15,7606.4905,,0.1788,0.9931,0.8667,974846.4,3824599.0,293432
rhcr_pbs,warehouse_single_dock_w3,zone_50t,closest,151,1337,true,1.7333,520,0.0116,0.1002,1.0000,,0.00,0.00,,,1.0000,0.0000,0,0.00,0.00,0.00,0.00,0.00,0.0000,0.00,0.0000,1.0000,0.7800,2434337.8,23722271.0,730306
rhcr_pbs,warehouse_single_dock_w3,zone_50t,closest,151,1337,false,1.6467,494,0.0110,0.1366,0.9253,0.0846,,1.00,,,1.0000,-5.0000,4083,0.05,1.05,6.52,10.00,-5.48,7087.5048,,0.1457,0.9893,0.7733,2712417.2,24625810.0,814547
rhcr_pbs,warehouse_single_dock_w3,zone_50t,closest,151,1337,true,0.3033,91,0.0022,0.8147,1.0000,,0.00,0.00,,,1.0000,0.0000,0,0.00,0.00,0.00,0.00,0.00,0.0000,0.00,0.0000,1.0000,0.9667,1102676.6,25098785.0,330833
rhcr_pbs,warehouse_single_dock_w3,zone_50t,closest,151,1337,false,0.3033,91,0.0022,0.8147,,0.0000,0.00,1.00,,,1.0000,0.0000,0,0.00,1.00,6.81,11.00,-5.81,0.0000,,0.1060,1.0000,0.9667,1506013.2,32180210.0,452321
rhcr_pbs,warehouse_single_dock_w3,zone_50t,closest,151,1337,true,1.5067,452,0.0111,0.1937,1.0000,,0.00,0.00,,,1.0000,0.0000,0,0.00,0.00,0.00,0.00,0.00,0.0000,0.00,0.0000,1.0000,0.8933,52513039.5,351972269.0,15753917
rhcr_pbs,warehouse_single_dock_w3,zone_50t,closest,151,1337,false,1.6100,483,0.0121,0.1549,1.1107,0.0995,146.00,1.00,,280,1.0000,6.8584,3281,0.04,1.04,7.76,13.00,-6.72,6066.4810,,0.1722,0.9881,0.8467,57973946.2,339567609.0,17393208
rhcr_pbs,warehouse_single_dock_w3,zone_50t,closest,151,7777,true,0.3300,99,0.0023,0.7984,1.0000,,0.00,0.00,,,1.0000,0.0000,0,0.00,0.00,0.00,0.00,0.00,0.0000,0.00,0.0000,1.0000,0.9467,3393651.9,95807598.0,1018100
rhcr_pbs,warehouse_single_dock_w3,zone_50t,closest,151,7777,false,0.3300,99,0.0023,0.7973,1.0000,0.0050,50.00,1.00,,186,1.0000,0.0000,50,0.00,1.00,6.00,9.00,-5.00,36.0000,,0.0530,0.9999,0.9467,3400376.4,94522965.0,1020336
rhcr_pbs,warehouse_single_dock_w3,zone_50t,closest,151,7777,true,1.7267,518,0.0115,0.1123,1.0000,,0.00,0.00,,,1.0000,0.0000,0,0.00,0.00,0.00,0.00,0.00,0.0000,0.00,0.0000,1.0000,0.8733,917553.2,3684013.0,275271
rhcr_pbs,warehouse_single_dock_w3,zone_50t,closest,151,7777,false,1.7033,511,0.0114,0.1387,0.9799,0.1045,,1.00,,,1.0000,-1.3514,2342,0.00,1.00,5.36,7.00,-4.36,8068.4167,,0.0927,0.9886,0.8333,955785.7,4037025.0,287241
